INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,PARENT1_INDEX,MSTATUS_INDEX,CAR_USE_INDEX,REVOKED_INDEX,URBANICITY_INDEX,EDUCATION_INDEX,JOB_INDEX,CAR_TYPE_INDEX,HOME_VAL_BIN,CAR_AGE_BIN,HOMEKIDS_BIN,KIDSDRIV_BIN,JOB_BIN,EDUCATION_BIN,logINCOME,logMVR_PTS,logBLUEBOOK,logCLM_FREQ,logAGE,logTRAVTIME
2852,0,0.0,0,59.0,0,15.0,43118.0,No,173745.0,Yes,z_F,z_High School,z_Blue Collar,22,Commercial,30660.0,6,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural,0,1,1,0,1,1,2.0,0,1,1,0,0,0,0,10.671719014219342,0.0,10.330714152425806,0.0,4.07753744390572,3.091042453358316
2853,0,0.0,1,42.0,1,10.0,74412.0,Yes,0.0,z_No,z_F,Masters,Manager,26,Private,16250.0,7,z_SUV,no,5936.0,2,No,4,14.0,Highly Urban/ Urban,1,0,0,0,0,3,7.0,0,0,1,1,1,1,1,11.217385936740264,1.6094379124341003,9.695848187757884,1.0986122886681098,3.7376696182833684,3.258096538021482
2854,0,0.0,0,51.0,0,6.0,76912.37433649797,No,235901.0,Yes,z_F,Bachelors,Professional,45,Commercial,21390.0,6,Pickup,no,1744.0,2,No,6,11.0,Highly Urban/ Urban,0,1,1,0,0,2,4.0,2,1,1,0,0,1,1,11.250435058921695,1.9459101490553132,9.970678802076451,1.0986122886681098,3.9318256327243257,3.8066624897703196
2855,0,0.0,0,31.0,1,13.0,44120.0,Yes,0.0,z_No,M,z_High School,Professional,12,Commercial,6410.0,1,Pickup,no,0.0,0,No,0,1.0,Highly Urban/ Urban,1,0,1,0,0,1,4.0,2,0,0,1,0,1,0,10.694691138568423,0.0,8.765614549914716,0.0,3.4339872044851463,2.4849066497880004
2857,1,10106.49119,0,54.0,0,14.0,40862.0,No,0.0,z_No,z_F,Masters,Home Maker,48,Private,20400.0,7,z_SUV,no,0.0,0,No,0,17.0,Highly Urban/ Urban,0,0,0,0,0,3,1.0,0,0,1,0,0,0,1,10.61798028711545,0.0,9.923290179832307,0.0,3.9889840465642745,3.871201010907891
2858,0,0.0,0,51.0,0,16.0,66531.24377385911,No,170380.0,Yes,M,z_High School,Clerical,51,Commercial,23520.0,11,Panel Truck,no,0.0,0,No,2,5.661638487168288,z_Highly Rural/ Rural,0,1,1,0,1,1,3.0,5,1,1,0,0,0,0,11.105441977912898,1.0986122886681098,10.065606402012563,0.0,3.9318256327243257,3.9318256327243257
2859,1,5061.0,0,57.0,0,14.0,28629.0,No,191973.0,Yes,z_F,Masters,Lawyer,59,Private,10060.0,6,z_SUV,no,4478.0,3,No,8,12.498153465071791,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,0,0,1,1,10.262210398092162,2.1972245773362196,9.21632244365373,1.3862943611198906,4.04305126783455,4.07753744390572
2860,0,0.0,0,44.0,2,10.0,27607.0,Yes,0.0,z_No,z_F,z_High School,Clerical,48,Private,12750.0,14,Minivan,no,0.0,0,No,2,6.0,z_Highly Rural/ Rural,1,0,0,0,1,1,3.0,1,0,1,1,0,0,0,10.22586086477784,1.0986122886681098,9.453286550586572,0.0,3.784189633918261,3.871201010907891
2861,1,3207.0,0,40.0,2,14.0,50401.0,Yes,149910.0,z_No,z_F,z_High School,Clerical,5,Private,14340.0,10,z_SUV,no,7986.0,2,No,4,7.0,Highly Urban/ Urban,1,0,0,0,0,1,3.0,0,1,1,1,0,0,0,10.827786135811811,1.6094379124341003,9.57080811415361,1.0986122886681098,3.6888794541139363,1.6094379124341003
2862,0,0.0,0,16.0,1,0.0,0.0,Yes,0.0,z_No,z_F,<High School,Home Maker,54,Private,12940.0,1,Minivan,yes,0.0,0,No,1,7.0,Highly Urban/ Urban,1,0,0,0,0,0,1.0,1,0,1,1,0,0,0,0.0,0.6931471805599453,9.468078568054892,0.0,2.772588722239781,3.9889840465642745
2864,1,2489.0,0,52.0,0,11.0,84438.0,No,0.0,z_No,z_F,Masters,Manager,65,Private,16940.0,1,Minivan,no,0.0,0,No,1,17.0,Highly Urban/ Urban,0,0,0,0,0,3,7.0,1,0,1,0,0,1,1,11.343784659163566,0.6931471805599453,9.737432968206045,0.0,3.9512437185814275,4.174387269895637
2865,0,0.0,0,36.0,3,11.0,49703.0,Yes,253132.0,z_No,M,Masters,Not Specified,37,Private,6470.0,17,Pickup,yes,0.0,0,No,0,12.784287716317184,Highly Urban/ Urban,1,0,0,0,0,3,8.0,2,1,1,1,0,1,1,10.813840691743529,0.0,8.774931387494947,0.0,3.58351893845611,3.6109179126442243
2866,0,0.0,0,37.0,0,12.0,48252.0,No,167093.0,Yes,M,Bachelors,Manager,36,Private,16170.0,1,Minivan,yes,0.0,0,Yes,0,10.0,Highly Urban/ Urban,0,1,0,1,0,2,7.0,1,1,1,0,0,1,1,10.784213281000078,0.0,9.690912952571152,0.0,3.6109179126442243,3.58351893845611
2868,0,0.0,0,39.0,0,9.0,35366.0,No,166481.0,Yes,z_F,z_High School,Clerical,30,Private,5400.0,4,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural,0,1,0,0,1,1,3.0,0,1,1,0,0,0,0,10.473534460960238,0.0,8.594154232552366,0.0,3.6635616461296463,3.4011973816621555
2870,0,0.0,0,61.0,0,17.0,201627.0,No,0.0,z_No,z_F,PhD,Doctor,26,Private,42770.0,6,Sports Car,no,0.0,0,No,0,12.0,Highly Urban/ Urban,0,0,0,0,0,4,5.0,3,0,1,0,0,1,1,12.21417969442407,0.0,10.663592201220954,0.0,4.110873864173311,3.258096538021482
2871,0,0.0,0,46.0,0,12.0,12603.0,No,111492.0,Yes,M,Masters,Not Specified,27,Commercial,28440.0,10,Panel Truck,no,0.0,0,No,0,12.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,5,1,1,0,0,1,1,9.441769502877165,0.0,10.255551883917176,0.0,3.828641396489095,3.295836866004329
2872,1,2736.8872816,0,40.0,0,12.0,130381.0,No,324844.0,Yes,M,Masters,Not Specified,20,Commercial,5500.0,3,Pickup,yes,7756.0,2,No,4,20.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,2,1,1,0,0,1,1,11.778223882136917,1.6094379124341003,8.612503371220562,1.0986122886681098,3.6888794541139363,2.995732273553991
2876,0,0.0,0,51.0,0,13.0,58874.0,No,213744.0,Yes,M,Bachelors,Professional,41,Commercial,22010.0,7,Van,no,0.0,0,No,0,14.0,z_Highly Rural/ Rural,0,1,1,0,1,2,4.0,4,1,1,0,0,1,1,10.98317183131872,0.0,9.999252174520507,0.0,3.9318256327243257,3.713572066704308
2877,0,0.0,0,43.0,2,13.0,118983.0,No,355673.0,Yes,z_F,Bachelors,Professional,29,Private,36960.0,1,Sports Car,no,50347.0,2,Yes,4,11.0,Highly Urban/ Urban,0,1,0,1,0,2,4.0,3,1,1,1,0,1,1,11.686744309272434,1.6094379124341003,10.51759152575562,1.0986122886681098,3.7612001156935624,3.367295829986474
2878,0,0.0,0,34.0,3,10.478430728225188,102480.0,No,277568.0,Yes,M,Masters,Professional,30,Private,24360.0,6,Minivan,no,0.0,0,No,1,12.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,1,1,1,1,0,1,1,11.537432694524568,0.6931471805599453,10.100697721823833,0.0,3.5263605246161616,3.4011973816621555
2879,0,0.0,0,50.0,0,11.0,60895.0,No,244784.0,z_No,z_F,PhD,Professional,17,Private,7590.0,7,Sports Car,no,2005.0,1,No,6,14.0,Highly Urban/ Urban,0,0,0,0,0,4,4.0,3,1,1,0,0,1,1,11.016922770095876,1.9459101490553132,8.934586870389676,0.6931471805599453,3.912023005428146,2.833213344056216
2881,0,0.0,0,49.0,0,15.0,58904.0,No,255755.0,z_No,M,Bachelors,Professional,39,Commercial,25890.0,1,Panel Truck,yes,0.0,0,No,2,9.0,Highly Urban/ Urban,0,0,1,0,0,2,4.0,5,1,1,0,0,1,1,10.983681255680219,1.0986122886681098,10.161612072745584,0.0,3.8918202981106265,3.6635616461296463
2882,0,0.0,0,43.0,0,10.0,174555.0,No,0.0,Yes,z_F,PhD,Doctor,13,Private,23250.0,10,Minivan,no,0.0,0,No,0,9.0,Highly Urban/ Urban,0,1,0,0,0,4,5.0,1,0,1,0,0,1,1,12.070000886047247,0.0,10.054060411015502,0.0,3.7612001156935624,2.5649493574615367
2883,1,5387.0,0,41.0,0,0.0,0.0,No,83235.0,Yes,z_F,Bachelors,Home Maker,40,Private,5600.0,1,z_SUV,no,5020.0,3,No,5,11.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,0,1,1,0,0,0,1,0.0,1.791759469228055,8.630521876723241,1.3862943611198906,3.713572066704308,3.6888794541139363
2884,0,0.0,0,35.0,3,12.0,16920.0,No,0.0,Yes,z_F,z_High School,Student,33,Private,6690.0,6,z_SUV,no,45332.0,3,No,5,6.0,Highly Urban/ Urban,0,1,0,0,0,1,0.0,0,0,1,1,0,0,0,9.736310733068626,1.791759469228055,8.808369153122275,1.3862943611198906,3.5553480614894135,3.4965075614664802
2885,0,0.0,0,46.0,0,12.0,87380.0,No,249873.0,z_No,z_F,Bachelors,Professional,56,Private,1500.0,6,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,0,0,0,1,2,4.0,3,1,0,0,0,1,1,11.378033146706365,0.0,7.313220387090301,0.0,3.828641396489095,4.02535169073515
2891,0,0.0,0,36.0,2,9.0,57148.0,Yes,0.0,z_No,z_F,Bachelors,Clerical,57,Private,28170.0,6,Sports Car,no,0.0,0,No,2,10.0,Highly Urban/ Urban,1,0,0,0,0,2,3.0,3,0,1,1,0,0,1,10.953417171257096,1.0986122886681098,10.246012860870419,0.0,3.58351893845611,4.04305126783455
2893,0,0.0,0,51.0,0,13.0,60776.0,No,266370.0,Yes,M,Masters,Lawyer,25,Private,16640.0,11,Van,yes,0.0,0,No,0,15.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,4,1,1,0,0,1,1,11.01496670691106,0.0,9.719564714375199,0.0,3.9318256327243257,3.2188758248682006
2894,0,0.0,0,50.0,0,11.0,53567.0,No,225043.0,Yes,M,<High School,z_Blue Collar,15,Private,11860.0,6,Pickup,no,4098.0,1,No,0,8.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,2,1,1,0,0,0,0,10.888707153849147,0.0,9.380926672551716,0.6931471805599453,3.912023005428146,2.70805020110221
2895,1,6855.0,0,55.0,0,14.0,17049.0,No,86562.0,Yes,M,<High School,Clerical,28,Private,8740.0,10,Minivan,yes,7153.0,1,No,4,5.0,Highly Urban/ Urban,0,1,0,0,0,0,3.0,1,1,1,0,0,0,0,9.743905482711662,1.6094379124341003,9.07566546864958,0.6931471805599453,4.007333185232471,3.332204510175204
2896,0,0.0,0,29.0,0,13.0,170162.0,No,0.0,z_No,z_F,PhD,Not Specified,5,Private,25870.0,6,z_SUV,no,0.0,0,No,2,10.0,Highly Urban/ Urban,0,0,0,0,0,4,8.0,0,0,1,0,0,1,1,12.044512080184148,1.0986122886681098,10.160839275180075,0.0,3.367295829986474,1.6094379124341003
2897,0,0.0,1,36.0,2,12.0,15358.0,No,125216.0,Yes,z_F,<High School,Clerical,16,Private,24480.0,6,Sports Car,no,0.0,0,No,1,1.0,Highly Urban/ Urban,0,1,0,0,0,0,3.0,3,1,0,1,1,0,0,9.639456900415627,0.6931471805599453,10.105611736626262,0.0,3.58351893845611,2.772588722239781
2898,0,0.0,0,47.0,0,9.0,61365.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,6,Commercial,26140.0,9,z_SUV,no,0.0,0,No,3,1.0,Highly Urban/ Urban,0,0,1,0,0,1,2.0,0,0,0,0,0,0,0,11.024611214832996,1.3862943611198906,10.171221987178212,0.0,3.8501476017100584,1.791759469228055
2899,0,0.0,0,52.0,0,13.0,90250.0,No,313721.0,z_No,M,Bachelors,Manager,44,Private,15730.0,1,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,1,1,0,0,0,1,1,11.41034995646615,0.0,9.663324996052323,0.0,3.9512437185814275,3.784189633918261
2900,0,0.0,0,46.0,0,7.0,2633.0,No,89590.0,Yes,z_F,Bachelors,Home Maker,45,Private,12720.0,4,z_SUV,no,0.0,0,No,0,3.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,0,1,1,0,0,0,1,7.876258882303226,0.0,9.450930836894113,0.0,3.828641396489095,3.8066624897703196
2903,0,0.0,1,45.0,1,14.0,118731.0,No,0.0,Yes,z_F,Bachelors,Professional,60,Private,8820.0,4,z_SUV,no,25752.0,2,No,8,8.0,z_Highly Rural/ Rural,0,1,0,0,1,2,4.0,0,0,1,1,1,1,1,11.68462413146027,2.1972245773362196,9.084777149000837,1.0986122886681098,3.8066624897703196,4.0943445622221
2904,0,0.0,0,57.0,0,16.0,70532.0,No,275532.0,Yes,M,Bachelors,Professional,33,Private,14250.0,1,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,0,0,1,1,11.163835964389085,0.0,9.564512185696797,0.0,4.04305126783455,3.4965075614664802
2906,1,4314.0,0,63.0,0,19.0,73121.0,No,259648.0,Yes,M,Masters,Lawyer,14,Private,20840.0,13,z_SUV,no,0.0,0,Yes,0,17.0,Highly Urban/ Urban,0,1,0,1,0,3,6.0,0,1,1,0,0,1,1,11.199884558051558,0.0,9.944629495867304,0.0,4.143134726391533,2.6390573296152584
2907,1,5727.0,0,42.0,0,10.0,8882.514040468901,No,51401.0,Yes,z_F,<High School,Home Maker,41,Private,5800.0,7,Sports Car,no,8834.0,1,No,1,9.0,Highly Urban/ Urban,0,1,0,0,0,0,1.0,3,1,1,0,0,0,0,9.091952482985647,0.6931471805599453,8.66561319653451,0.6931471805599453,3.7376696182833684,3.713572066704308
2908,0,0.0,0,66.0,0,13.0,78187.0,No,285421.0,Yes,z_F,Masters,Lawyer,45,Private,14200.0,4,Sports Car,no,3834.0,2,No,0,10.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,3,1,1,0,0,1,1,11.266871462072913,0.0,9.560997243589352,1.0986122886681098,4.189654742026425,3.8066624897703196
2909,0,0.0,0,54.0,0,15.0,92261.0,No,282708.0,Yes,M,Bachelors,Professional,55,Private,12620.0,1,Minivan,yes,0.0,0,No,1,8.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,0,0,1,1,11.432387634743748,0.6931471805599453,9.443038136095204,0.0,3.9889840465642745,4.007333185232471
2910,1,531.0,0,52.0,0,15.0,47042.0,No,191400.0,z_No,M,z_High School,z_Blue Collar,15,Commercial,18070.0,6,Van,yes,0.0,0,Yes,3,9.0,Highly Urban/ Urban,0,0,1,1,0,1,2.0,4,1,1,0,0,0,0,10.758817356049141,1.3862943611198906,9.802008383586275,0.0,3.9512437185814275,2.70805020110221
2911,0,0.0,0,47.0,0,10.0,68244.0,No,206961.0,Yes,M,z_High School,z_Blue Collar,19,Commercial,18930.0,13,Van,no,1928.0,3,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,4,1,0,0,0,0,0,11.130859450290297,0.0,9.848503244203368,1.3862943611198906,3.8501476017100584,2.9444389791664403
2912,1,23805.367236,0,42.0,2,13.0,88995.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,45,Private,25830.0,1,Sports Car,no,31687.0,2,Yes,2,10.0,Highly Urban/ Urban,1,0,0,1,0,2,2.0,3,0,1,1,0,0,1,11.39634670388405,1.0986122886681098,10.159291886089886,1.0986122886681098,3.7376696182833684,3.8066624897703196
2913,0,0.0,0,50.0,0,6.0,72745.0,No,0.0,z_No,M,z_High School,Manager,47,Private,17590.0,1,Van,no,6186.0,2,No,6,5.0,Highly Urban/ Urban,0,0,0,0,0,1,7.0,4,0,1,0,0,1,0,11.19472920070426,1.9459101490553132,9.775085837731604,1.0986122886681098,3.912023005428146,3.8501476017100584
2914,0,0.0,0,40.0,0,13.0,72242.0,No,212157.0,Yes,z_F,z_High School,Professional,14,Private,17580.0,1,z_SUV,no,0.0,0,Yes,0,10.0,Highly Urban/ Urban,0,1,0,1,0,1,4.0,0,1,1,0,0,1,0,11.187790715467797,0.0,9.774517171239168,0.0,3.6888794541139363,2.6390573296152584
2915,1,2360.0,1,43.0,1,10.0,119341.0,Yes,338327.0,z_No,z_F,PhD,Lawyer,35,Private,1500.0,1,z_SUV,no,0.0,0,No,1,15.0,Highly Urban/ Urban,1,0,0,0,0,4,6.0,0,1,1,1,1,1,1,11.689748599775934,0.6931471805599453,7.313220387090301,0.0,3.7612001156935624,3.5553480614894135
2916,0,0.0,0,40.0,1,15.0,79991.0,No,232559.0,Yes,z_F,z_High School,z_Blue Collar,29,Commercial,28270.0,10,Van,no,0.0,0,No,0,10.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,4,1,1,1,0,0,0,11.289681908655686,0.0,10.249556450687637,0.0,3.6888794541139363,3.367295829986474
2918,1,6480.0,0,37.0,0,0.0,0.0,No,90224.0,Yes,M,z_High School,Student,29,Commercial,29330.0,1,Panel Truck,yes,9512.0,2,No,1,1.0,Highly Urban/ Urban,0,1,1,0,0,1,0.0,5,1,0,0,0,0,0,0.0,0.6931471805599453,10.286366161971497,1.0986122886681098,3.6109179126442243,3.367295829986474
2919,0,0.0,0,49.0,0,12.0,137420.0,No,385020.0,Yes,M,Masters,Professional,73,Private,20140.0,13,Van,yes,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,4,1,1,0,0,1,1,11.830804485519732,0.0,9.910463166272553,0.0,3.8918202981106265,4.290459441148391
2920,0,0.0,0,44.0,0,13.0,73528.0,No,240210.0,Yes,M,Bachelors,Manager,43,Private,13250.0,4,Minivan,no,0.0,0,Yes,0,11.0,Highly Urban/ Urban,0,1,0,1,0,2,7.0,1,1,1,0,0,1,1,11.205435165206588,0.0,9.491752831414368,0.0,3.784189633918261,3.7612001156935624
2921,0,0.0,0,45.0,0,11.0,64874.0,No,167556.0,Yes,M,Masters,Not Specified,5,Commercial,21160.0,6,Van,yes,37583.0,2,No,1,21.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,4,1,1,0,0,1,1,11.08021762046819,0.6931471805599453,9.959867885972235,1.0986122886681098,3.8066624897703196,1.6094379124341003
2923,0,0.0,0,43.0,0,14.0,30708.0,No,162715.0,Yes,z_F,Bachelors,Clerical,41,Private,18550.0,4,Minivan,no,1042.0,1,No,0,9.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,1,1,1,0,0,0,1,10.332311050221527,0.0,9.82822506803558,0.6931471805599453,3.7612001156935624,3.713572066704308
2925,0,0.0,0,51.0,0,14.0,71267.0,No,251915.0,Yes,M,Bachelors,z_Blue Collar,39,Commercial,33370.0,4,Panel Truck,no,0.0,0,No,0,5.0,Highly Urban/ Urban,0,1,1,0,0,2,2.0,5,1,1,0,0,0,1,11.17420269780386,0.0,10.415412571745419,0.0,3.9318256327243257,3.6635616461296463
2926,0,0.0,0,39.0,0,13.0,10315.0,No,0.0,Yes,z_F,<High School,Student,33,Private,16570.0,10,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,9.241451367001236,0.0,9.71534911042061,0.0,3.6635616461296463,3.4965075614664802
2927,1,5021.0,0,48.0,0,9.0,56910.0,No,0.0,z_No,z_F,Bachelors,Professional,36,Private,9430.0,6,z_SUV,no,1524.0,1,No,5,12.0,Highly Urban/ Urban,0,0,0,0,0,2,4.0,0,0,1,0,0,1,1,10.949243923047078,1.791759469228055,9.151651375627504,0.6931471805599453,3.871201010907891,3.58351893845611
2928,0,0.0,0,34.0,1,13.0,69318.0,No,238256.0,Yes,z_F,Bachelors,z_Blue Collar,36,Private,17700.0,11,z_SUV,no,0.0,0,No,0,5.0,Highly Urban/ Urban,0,1,0,0,0,2,2.0,0,1,1,1,0,0,1,11.146474317874363,0.0,9.78131991856192,0.0,3.5263605246161616,3.58351893845611
2929,0,0.0,0,34.0,1,10.0,71328.0,Yes,203768.0,z_No,z_F,Bachelors,Manager,32,Private,21320.0,6,Minivan,yes,0.0,0,No,0,15.0,Highly Urban/ Urban,1,0,0,0,0,2,7.0,1,1,1,1,0,1,1,11.175058255827114,0.0,9.967400878279781,0.0,3.5263605246161616,3.4657359027997265
2932,1,3857.0,0,53.0,0,13.0,140694.0,No,0.0,z_No,M,PhD,Not Specified,28,Commercial,21750.0,9,Van,yes,0.0,0,No,0,17.0,Highly Urban/ Urban,0,0,1,0,0,4,8.0,4,0,1,0,0,1,1,11.854349705868339,0.0,9.98736903651683,0.0,3.970291913552122,3.332204510175204
2933,0,0.0,0,53.0,0,9.0,21296.0,No,154214.0,Yes,M,z_High School,Home Maker,32,Private,8930.0,6,Pickup,no,0.0,0,No,2,5.304907679163385,z_Highly Rural/ Rural,0,1,0,0,1,1,1.0,2,1,1,0,0,0,0,9.966321496707495,1.0986122886681098,9.097171673870545,0.0,3.970291913552122,3.4657359027997265
2934,1,2729.0,0,54.0,0,11.0,127589.0,No,0.0,z_No,z_F,Masters,Lawyer,58,Private,20810.0,6,Minivan,no,0.0,0,No,0,15.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,1,0,1,0,0,1,1,11.756577276915788,0.0,9.94318891938768,0.0,3.9889840465642745,4.060443010546419
2935,0,0.0,0,30.0,3,13.0,6719.0,No,100989.0,Yes,z_F,z_High School,Home Maker,25,Private,5170.0,13,Sports Car,no,9402.0,2,No,1,5.388420708601849,Highly Urban/ Urban,0,1,0,0,0,1,1.0,3,1,1,1,0,0,0,8.812843433517195,0.6931471805599453,8.550627967502475,1.0986122886681098,3.4011973816621555,3.2188758248682006
2936,0,0.0,0,51.0,0,13.0,30764.0,No,175919.0,Yes,z_F,Masters,Lawyer,24,Private,8430.0,6,z_SUV,no,3644.0,2,No,5,16.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,0,0,1,1,10.33413295917459,1.791759469228055,9.039552050995901,1.0986122886681098,3.9318256327243257,3.1780538303479458
2937,1,1076.0,1,39.0,3,0.0,0.0,Yes,0.0,z_No,z_F,Bachelors,Home Maker,39,Private,6580.0,1,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,1,0,0,0,1,2,1.0,0,0,0,1,1,0,1,0.0,0.0,8.791790024319363,0.0,3.6635616461296463,3.6635616461296463
2938,0,0.0,0,58.0,0,11.0,141386.0,No,0.0,z_No,M,PhD,Manager,51,Commercial,23530.0,1,Panel Truck,yes,1524.0,2,No,5,19.0,Highly Urban/ Urban,0,0,1,0,0,4,7.0,5,0,1,0,0,1,1,11.859256090452869,1.791759469228055,10.066031481721408,1.0986122886681098,4.060443010546419,3.9318256327243257
2939,0,0.0,0,35.0,0,6.0,39679.37586150393,No,152065.0,Yes,z_F,z_High School,Clerical,41,Private,11290.0,1,z_SUV,no,0.0,0,No,0,6.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,0,1,1,0,0,0,0,10.588612033670074,0.0,9.331672657143708,0.0,3.5553480614894135,3.713572066704308
2940,1,3257.0,0,46.0,0,9.0,66871.707397886,No,0.0,z_No,z_F,Masters,Lawyer,36,Private,11910.0,1,Sports Car,no,9868.0,1,No,0,18.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,3,0,1,0,0,1,1,11.1105462017099,0.0,9.385133662349347,0.6931471805599453,3.828641396489095,3.58351893845611
2941,0,0.0,0,35.0,0,8.0,58941.0,No,190840.0,Yes,z_F,z_High School,z_Blue Collar,61,Commercial,13510.0,6,z_SUV,no,0.0,0,No,0,5.0,z_Highly Rural/ Rural,0,1,1,0,1,1,2.0,0,1,1,0,0,0,0,10.98430918852901,0.0,9.511185430954244,0.0,3.5553480614894135,4.110873864173311
2942,1,6995.0,1,42.0,2,12.0,110128.0,No,282423.0,Yes,M,Bachelors,Manager,33,Commercial,37670.0,1,Panel Truck,yes,0.0,0,No,0,14.0,Highly Urban/ Urban,0,1,1,0,0,2,7.0,5,1,1,1,1,1,1,11.609407684939793,0.0,10.536619300686088,0.0,3.7376696182833684,3.4965075614664802
2943,0,0.0,0,41.0,2,13.0,153270.0,No,382564.0,Yes,z_F,Bachelors,z_Blue Collar,12,Commercial,20930.0,6,Minivan,no,0.0,0,Yes,0,6.0,Highly Urban/ Urban,0,1,1,1,0,2,2.0,1,1,1,1,0,0,1,11.939962875405675,0.0,9.948938815440046,0.0,3.713572066704308,2.4849066497880004
2944,0,0.0,0,52.0,0,6.0,109493.0,No,279275.0,Yes,z_F,Bachelors,Professional,26,Commercial,27790.0,11,Van,no,0.0,0,No,0,14.0,Highly Urban/ Urban,0,1,1,0,0,2,4.0,4,1,1,0,0,1,1,11.60362503221687,0.0,10.23243152273655,0.0,3.9512437185814275,3.258096538021482
2945,0,0.0,0,34.0,1,5.0,33865.0,No,131342.0,Yes,M,z_High School,z_Blue Collar,17,Commercial,16350.0,6,Van,yes,6968.0,3,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,4,1,0,1,0,0,0,10.430166840225287,0.0,9.701983176325399,1.3862943611198906,3.5263605246161616,2.833213344056216
2947,1,8876.0,3,39.0,3,14.0,44293.0,Yes,228387.0,z_No,z_F,Masters,Manager,37,Private,9830.0,1,Sports Car,no,5957.0,3,No,6,12.632065930849325,Highly Urban/ Urban,1,0,0,0,0,3,7.0,3,1,1,1,1,1,1,10.698604506679791,1.9459101490553132,9.193194213141211,1.3862943611198906,3.6635616461296463,3.6109179126442243
2948,0,0.0,0,37.0,0,0.0,0.0,No,0.0,z_No,M,Bachelors,Student,10,Commercial,13090.0,4,Minivan,no,0.0,0,No,0,11.0,z_Highly Rural/ Rural,0,0,1,0,1,2,0.0,1,0,1,0,0,0,1,0.0,0.0,9.479603858903946,0.0,3.6109179126442243,2.302585092994046
2949,1,4896.0,0,51.0,0,12.0,101859.0,No,272958.0,Yes,z_F,PhD,Professional,48,Private,13390.0,4,Sports Car,no,0.0,0,Yes,0,17.0,z_Highly Rural/ Rural,0,1,0,1,1,4,4.0,3,1,1,0,0,1,1,11.531354600438595,0.0,9.502263438685219,0.0,3.9318256327243257,3.871201010907891
2950,1,2517.0,0,55.0,0,13.0,33519.0,No,232836.0,Yes,z_F,Bachelors,Clerical,61,Private,14760.0,1,z_SUV,no,0.0,0,No,3,5.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,0,1,1,0,0,0,1,10.41989755459602,1.3862943611198906,9.599676098154463,0.0,4.007333185232471,4.110873864173311
2951,1,2513.0,3,42.0,3,12.0,24177.0,Yes,118852.0,z_No,z_F,<High School,Clerical,42,Private,21200.0,13,Minivan,no,39717.0,3,Yes,4,1.0,z_Highly Rural/ Rural,1,0,0,1,1,0,3.0,1,1,0,1,1,0,0,10.093198407761937,1.6094379124341003,9.961756460660103,1.3862943611198906,3.7376696182833684,3.7376696182833684
2952,0,0.0,0,41.0,0,0.0,0.0,No,84279.0,Yes,z_F,Bachelors,Student,55,Commercial,5600.0,1,Sports Car,no,0.0,0,No,2,14.0,z_Highly Rural/ Rural,0,1,1,0,1,2,0.0,3,1,1,0,0,0,1,0.0,1.0986122886681098,8.630521876723241,0.0,3.713572066704308,4.007333185232471
